XCoord,YCoord,FID,LEFT_FID,RIGHT_FID,LENGTH,ELEVATION
737443.04622411,3281843.92034081,413,-1,1,0.994565,2.400000
737442.79162409,3281843.75560009,414,-1,1,0.994565,2.500000
737442.53702406,3281843.59085937,415,-1,1,0.994565,2.500000
737442.28242403,3281843.42611865,416,-1,1,0.994565,2.500000
737442.02782401,3281843.26137793,417,-1,1,0.994565,2.500000
737441.77322398,3281843.09663722,418,-1,1,0.994565,2.500000
737441.51862395,3281842.93189650,419,-1,1,0.994565,2.600000
737441.26402393,3281842.76715578,420,-1,1,0.994565,2.600000
737441.00942390,3281842.60241507,421,-1,1,0.994565,2.600000
737440.75482388,3281842.43767435,422,-1,1,0.994565,2.600000
737440.50022386,3281842.27293364,423,-1,1,0.994565,2.600000
737440.24562383,3281842.10819292,424,-1,1,0.994565,2.600000
737439.99102381,3281841.94345221,425,-1,1,0.994565,2.600000
737439.73642378,3281841.77871150,426,-1,1,0.994565,2.600000
737439.48182376,3281841.61397078,427,-1,1,0.994565,2.600000
737439.22722374,3281841.44923007,428,-1,1,0.994565,2.600000
